Campaign_ID,Channel,Date,Impressions,Clicks,CTR (%),Conversions,Conversion Rate (%),Cost ($),CAC ($),Revenue ($),ROI (%)
C51525,Google Ads,2024-02-03,18878,9033,47.849348447928804,3043,33.68758994796856,1570.96,0.52,52559.83,3245.71
C27303,Google Ads,2024-03-12,49880,8166,16.37129109863673,6903,84.53343130051432,525.55,0.08,167342.82,31741.47
C61609,Facebook,2024-01-27,14127,3901,27.613789197989664,3739,95.84721866188157,648.64,0.17,175887.22,27016.31
C78224,Facebook,2024-03-30,5981,3898,65.17304798528673,2935,75.29502308876347,738.32,0.25,72325.07,9695.9
C46802,Facebook,2024-01-24,34948,19516,55.84296669337301,19246,98.61651977864317,991.24,0.05,919214.92,92633.84
C69511,Email,2024-01-02,33358,2422,7.26062713591942,1207,49.834847233691164,1759.26,1.46,56551.61,3114.51
C01433,Google Ads,2024-02-01,20286,9066,44.69091984619935,4123,45.47760864769469,1910.48,0.46,83345.85,4262.56
C53685,Facebook,2024-01-20,6170,3067,49.70826580226904,2694,87.83827844799478,1573.18,0.58,64980.01,4030.49
C27894,Email,2024-03-18,41663,26517,63.646400883277735,25282,95.3426104008749,1038.07,0.04,922372.37,88754.54
C07829,Email,2024-02-09,9225,6402,69.39837398373983,786,12.277413308341144,877.5,1.12,15751.21,1695.01
C91159,Facebook,2024-01-27,41942,15758,37.57093128606171,13227,83.93831704531031,1400.32,0.11,606997.37,43247.05
C81533,Email,2024-02-27,34689,16667,48.046931303871546,6793,40.75718485630288,1814.63,0.27,71591.18,3845.22
C47160,Facebook,2024-03-18,15903,7451,46.852795070112556,4740,63.61562206415247,1955.52,0.41,150156.19,7578.58
C00026,Facebook,2024-01-06,12400,6416,51.74193548387097,4452,69.38902743142144,605.11,0.14,218050.29,35934.82
C69785,Email,2024-03-26,9947,5678,57.082537448476934,1088,19.16167664670659,600.97,0.55,18696.87,3011.12
C30196,Facebook,2024-01-06,44744,24290,54.28660826032541,11314,46.578839028406755,822.86,0.07,176225.23,21316.19
C08349,Google Ads,2024-02-13,25252,19553,77.43149057500396,64,0.3273155014575768,1357.53,21.21,1148.12,-15.43
C21942,Google Ads,2024-03-30,38895,32893,84.56871063118653,2840,8.634055878150367,882.36,0.31,38081.81,4215.9
C61608,Facebook,2024-02-14,26328,8221,31.225311455484654,5150,62.644447147548966,1844.96,0.36,171602.83,9201.17
C86578,Facebook,2024-03-05,19540,7317,37.446264073694984,180,2.4600246002460024,1103.31,6.13,4726.69,328.41
C22587,Facebook,2024-02-29,47357,38303,80.8813902907701,35796,93.45482077121896,544.88,0.02,1460142.43,267875.05
C45440,Facebook,2024-03-02,32471,18214,56.093129253795695,13473,73.9705720874053,1955.21,0.15,353790.69,17994.77
C85571,Facebook,2024-03-21,43831,30605,69.82500969633364,7778,25.414148015030225,1118.38,0.14,374041.05,33344.9
C47259,Facebook,2024-03-22,26592,5516,20.743080625752107,4715,85.47860768672952,1072.31,0.23,67845.88,6227.08
C63793,Google Ads,2024-03-24,21986,21494,97.76221231692895,13971,64.9995347538848,1888.0,0.14,357387.85,18829.44
C45473,Google Ads,2024-02-25,25771,10042,38.96627992704978,3648,36.32742481577375,418.39,0.11,156908.01,37402.81
C88644,Facebook,2024-03-03,36940,33149,89.73741201949107,10186,30.72792542761471,1046.06,0.1,323589.91,30834.16
C24993,Google Ads,2024-03-23,11691,2687,22.983491574715593,1764,65.64942314849274,526.35,0.3,64508.61,12155.84
C28613,Facebook,2024-01-07,20491,5745,28.036699038602315,4516,78.60748476936466,651.11,0.14,101687.06,15517.49
C68634,Email,2024-01-11,18228,11059,60.67039719113452,465,4.204720137444616,1602.76,3.45,14339.08,794.65
C14933,Google Ads,2024-03-31,9493,7905,83.27188454650796,999,12.637571157495255,1445.95,1.45,41156.25,2746.31
C50760,Facebook,2024-02-12,7011,3217,45.8850377977464,1730,53.77681069319241,1618.62,0.94,21544.06,1231.01
C17469,Email,2024-03-21,23390,3425,14.643009833262077,3335,97.37226277372262,793.26,0.24,88338.35,11036.12
C26185,Email,2024-03-30,38989,36842,94.49331862833107,33892,91.99283426524076,1535.49,0.05,1132511.07,73655.68
C00290,Email,2024-02-13,49348,10463,21.20248034368161,9758,93.26197075408582,1967.41,0.2,409486.88,20713.5
C88273,Email,2024-03-02,16271,10848,66.67076393583676,3769,34.74373156342183,932.98,0.25,174433.32,18596.36
C09291,Facebook,2024-02-14,9586,4394,45.83767994992698,787,17.91078743741466,1355.49,1.72,24066.87,1675.51
C35187,Facebook,2024-02-01,7339,3842,52.35045646545851,1970,51.27537740760021,318.99,0.16,52416.1,16331.89
C37089,Google Ads,2024-02-27,21368,7512,35.15537251965556,7369,98.09637912673055,643.49,0.09,159475.29,24682.87
C12392,Facebook,2024-03-20,22364,20874,93.33750670720802,7183,34.41122928044457,284.62,0.04,248728.78,87289.78
C15841,Facebook,2024-02-13,33499,27559,82.26812740678827,13565,49.221669871911175,609.18,0.04,435771.2,71434.06
C22461,Email,2024-01-19,44737,39549,88.40333504705278,28401,71.81218235606462,278.32,0.01,967111.32,347381.79
C22299,Facebook,2024-03-13,39029,15822,40.539086320428396,7220,45.63266338010366,1970.94,0.27,340141.0,17157.81
C01038,Google Ads,2024-01-03,38559,32958,85.47420835602583,4136,12.54930517628497,851.65,0.21,187151.68,21875.19
C30013,Facebook,2024-01-04,38415,13432,34.96550826500065,3542,26.36986301369863,329.4,0.09,161183.96,48832.59
C00372,Google Ads,2024-03-25,34765,30506,87.74917301884079,16864,55.28092834196552,1950.6,0.12,650433.9,33245.32
C58164,Facebook,2024-02-16,11568,694,5.999308437067773,531,76.51296829971182,1998.74,3.76,13913.67,596.12
C54726,Google Ads,2024-02-19,40722,8815,21.646775698639555,8647,98.09415768576291,777.72,0.09,362348.15,46491.08
C66682,Facebook,2024-02-13,44526,36534,82.05093653146476,5726,15.67307165927629,635.23,0.11,98044.02,15334.41
C14738,Email,2024-03-04,15320,4379,28.583550913838117,651,14.866407855674812,1400.64,2.15,14922.03,965.37
C97984,Google Ads,2024-01-03,15683,9135,58.24778422495696,4170,45.64860426929393,688.2,0.17,201526.14,29183.08
C23134,Google Ads,2024-03-08,11951,4798,40.1472680110451,935,19.48728636932055,574.29,0.61,17310.11,2914.18
C85262,Email,2024-02-16,12091,3948,32.652386072285175,288,7.29483282674772,308.9,1.07,5952.63,1827.04
C41004,Email,2024-01-10,29524,5609,18.998103238043626,274,4.885006239971474,1214.94,4.43,3868.32,218.4
C78592,Google Ads,2024-01-18,43637,18010,41.27231477874281,10906,60.5552470849528,1994.06,0.18,520599.46,26007.51
C05143,Email,2024-01-01,7254,5909,81.45850565205404,1571,26.586562870198005,1281.9,0.82,57022.82,4348.3
C46906,Facebook,2024-03-28,12477,2699,21.6318025166306,1416,52.463875509447945,1889.43,1.33,26588.44,1307.22
C28667,Google Ads,2024-02-19,30745,1632,5.308180191901122,1219,74.69362745098039,1861.3,1.53,57337.39,2980.5
C50920,Google Ads,2024-03-13,10932,5929,54.235272594218806,256,4.317760161916006,1854.13,7.24,3195.23,72.33
C23101,Email,2024-02-28,25807,18383,71.23261130700973,9911,53.913942229233534,628.02,0.06,106876.72,16918.04
C99903,Email,2024-02-27,33491,3629,10.8357469170822,494,13.612565445026178,594.24,1.2,8952.4,1406.53
C18222,Facebook,2024-03-28,14720,6633,45.06114130434782,1909,28.78034072063923,1114.05,0.58,80049.38,7085.44
C29172,Email,2024-02-26,49320,22867,46.36455798864558,18314,80.08921152752876,351.0,0.02,251049.91,71424.19
C55119,Google Ads,2024-01-07,40077,3233,8.06697108066971,1814,56.10887720383545,1737.51,0.96,55126.95,3072.76
C94831,Facebook,2024-02-12,40567,1316,3.2440160721768927,138,10.486322188449847,516.48,3.74,1395.74,170.24
C29623,Google Ads,2024-02-02,26192,9018,34.43036041539401,2140,23.730317143490794,1459.01,0.68,81625.64,5494.59
C05647,Google Ads,2024-01-19,45099,3728,8.266258675358655,151,4.0504291845493565,1674.96,11.09,7444.51,344.46
C76135,Facebook,2024-01-18,47975,24169,50.37832204273058,12575,52.029459224626585,622.1,0.05,371860.15,59674.98
C04469,Google Ads,2024-02-01,8570,6497,75.81096849474912,2508,38.6024318916423,1388.8,0.55,89218.54,6324.15
C64477,Email,2024-03-26,28311,21795,76.98421108403095,6166,28.290892406515255,1460.81,0.24,160509.09,10887.68
C19423,Google Ads,2024-02-22,21397,4354,20.348647006589708,4276,98.20854386770786,1388.38,0.32,178361.67,12746.75
C86105,Google Ads,2024-01-30,44573,8820,19.787763892939672,5000,56.68934240362812,1712.75,0.34,85955.98,4918.59
C63001,Facebook,2024-02-17,10722,9130,85.15202387614251,6806,74.54545454545455,386.81,0.06,281320.24,72628.27
C08161,Email,2024-02-22,28426,27694,97.42489270386267,24644,88.98678414096916,1321.98,0.05,648533.97,48957.77
C70539,Google Ads,2024-03-07,47957,7601,15.849615280355318,7461,98.15813708722536,1687.81,0.23,305367.1,17992.5
C84680,Google Ads,2024-03-10,20938,12055,57.57474448371382,10019,83.11074243052676,1548.45,0.15,206437.44,13231.88
C40484,Facebook,2024-03-04,31803,30176,94.88413042794704,23121,76.62049310710498,1305.06,0.06,1112859.44,85172.66
C51169,Email,2024-03-16,16293,2655,16.29534155772418,565,21.28060263653484,1196.93,2.12,15463.58,1191.94
C64163,Email,2024-02-14,47609,17371,36.48679871452877,3930,22.623913418916587,840.65,0.21,65160.83,7651.24
C48979,Email,2024-03-16,16835,11800,70.09207009207009,5010,42.45762711864407,1986.66,0.4,197988.24,9865.88
C64857,Email,2024-01-22,43648,34925,80.01512096774194,4924,14.098783106657123,838.45,0.17,153884.24,18253.42
C60680,Facebook,2024-02-10,42290,4001,9.460865452825727,1320,32.9917520619845,1759.18,1.33,15101.44,758.44
C33673,Facebook,2024-01-24,48129,44428,92.31024953770076,42130,94.82758620689656,1683.09,0.04,1890506.33,112223.54
C57912,Facebook,2024-03-01,29839,3212,10.76443580548946,1097,34.153175591531756,1428.75,1.3,28540.85,1897.61
C49407,Facebook,2024-02-24,39230,5348,13.63242416517971,4722,88.29468960359013,452.35,0.1,145996.39,32175.09
C44631,Facebook,2024-01-11,33240,3994,12.015643802647414,3189,79.8447671507261,601.99,0.19,152812.94,25284.63
C79907,Email,2024-03-25,35307,17707,50.15152802560399,4147,23.420116338171347,1145.42,0.28,137454.59,11900.37
C00051,Google Ads,2024-02-25,32462,31160,95.98915655227651,12447,39.94544287548138,368.28,0.03,227780.25,61749.75
C67901,Email,2024-03-22,47011,41414,88.09427580778967,18615,44.94856811706187,681.81,0.04,881119.89,129132.47
C00014,Email,2024-03-24,12359,6105,49.39720042074601,1647,26.97788697788698,393.11,0.24,21447.62,5355.88
C33382,Facebook,2024-01-16,10597,1580,14.909880154760783,805,50.9493670886076,1923.8,2.39,17763.39,823.35
C37837,Google Ads,2024-02-01,47599,1343,2.8214878463833273,1128,83.99106478034251,1675.92,1.49,48329.01,2783.73
C36718,Google Ads,2024-01-25,41216,31197,75.69147903726709,3647,11.690226624354906,515.39,0.14,168345.42,32563.7
C14377,Facebook,2024-02-07,5241,1693,32.30299561152452,934,55.16834022445364,550.79,0.59,42965.87,7700.77
C03554,Email,2024-02-07,36918,1404,3.803022915650902,802,57.12250712250713,1503.82,1.88,16674.87,1008.83
C70063,Email,2024-02-11,20178,756,3.746654772524532,46,6.084656084656085,1043.02,22.67,654.09,-37.29
C43668,Google Ads,2024-03-23,28221,15051,53.332624641224626,8573,56.959670453790444,541.07,0.06,394420.45,72796.38
C89630,Google Ads,2024-02-20,49819,4194,8.418474879062206,3359,80.0906056270863,533.3,0.16,96234.3,17945.06
C69054,Google Ads,2024-01-25,39846,34036,85.4188626210912,9177,26.96262780585263,442.12,0.05,329955.42,74530.29
C75622,Google Ads,2024-03-02,11211,4139,36.919097315136916,3445,83.23266489490216,1341.4,0.39,99388.49,7309.31
C69434,Google Ads,2024-02-05,40893,6228,15.229990462915413,2006,32.20937700706487,269.27,0.13,94103.18,34847.52
C49133,Email,2024-02-29,34425,10412,30.24546114742193,10407,99.9519784863619,1912.98,0.18,305858.85,15888.61
C55803,Facebook,2024-01-14,27138,15819,58.290957329206286,6980,44.12415449775586,1920.54,0.28,240343.61,12414.38
C85005,Email,2024-03-07,48717,36824,75.58757723176714,8663,23.52541820551814,1744.7,0.2,264296.55,15048.54
C04632,Email,2024-02-25,20224,9153,45.25810917721519,2657,29.02873374849776,1747.76,0.66,67239.17,3747.16
C69646,Email,2024-01-22,48317,41258,85.39023532090154,16190,39.24087449706724,1776.23,0.11,285122.76,15952.13
C57783,Email,2024-03-03,47440,21186,44.658516020236085,10948,51.67563485320494,1865.0,0.17,511877.28,27346.5
C88301,Facebook,2024-03-16,12079,3609,29.878301183872836,1407,38.985868661679135,386.11,0.27,28786.42,7355.5
C54529,Email,2024-03-12,27128,9604,35.40253612503686,2304,23.99000416493128,1982.96,0.86,96329.84,4757.88
C77660,Google Ads,2024-02-01,27928,9312,33.342881695789174,3510,37.69329896907217,610.67,0.17,51056.63,8260.76
C26359,Email,2024-02-19,24913,21145,84.87536627463574,6928,32.7642468668716,1085.13,0.16,89713.44,8167.53
C90502,Google Ads,2024-01-08,39178,3449,8.803410077084079,3442,99.79704262104958,1130.08,0.33,117284.48,10278.42
C60627,Facebook,2024-01-26,8480,996,11.745283018867925,461,46.285140562249,1191.35,2.58,6892.36,478.53
C92346,Facebook,2024-01-23,30457,8369,27.47808385592803,6846,81.80188791970366,1797.79,0.26,82846.04,4508.22
C79499,Email,2024-03-08,37036,3970,10.71930014040393,2965,74.68513853904281,860.62,0.29,105490.92,12157.55
C12372,Email,2024-03-31,46215,32724,70.80817916260955,28111,85.90331255347758,1129.46,0.04,512925.47,45313.34
C63525,Google Ads,2024-02-05,24910,12519,50.25692492974709,2403,19.194823867721063,1542.79,0.64,59870.58,3780.67
C33995,Google Ads,2024-02-12,37389,18364,49.116050175185215,11676,63.58091918971902,1880.45,0.16,368995.97,19522.75
C48703,Email,2024-02-22,31816,23802,74.81141563992959,6045,25.397025460045374,245.9,0.04,103758.11,42095.25
C34299,Facebook,2024-01-31,13053,9803,75.10150923159426,6929,70.68244414975008,1831.15,0.26,319308.45,17337.59
C63682,Email,2024-01-20,11210,4478,39.94647636039251,970,21.661456007146047,207.0,0.21,20249.37,9682.3
C72609,Email,2024-01-25,28590,8103,28.34207764952781,7319,90.32457114648895,990.67,0.14,357658.97,36002.74
C05856,Google Ads,2024-01-05,17707,13208,74.59196927768679,8784,66.50514839491217,1696.13,0.19,220542.4,12902.68
C03273,Google Ads,2024-01-27,19673,506,2.5720530676561784,321,63.43873517786561,1709.31,5.32,3277.04,91.72
C55087,Email,2024-03-13,32448,32320,99.60552268244575,22173,68.60457920792079,1761.02,0.08,586303.72,33193.42
C47890,Facebook,2024-03-08,49001,43976,89.74510724270934,25542,58.081680916863746,1430.43,0.06,956212.25,66747.89
C82844,Google Ads,2024-03-14,27620,26462,95.80738595220855,4824,18.229914594512884,1373.22,0.28,69589.18,4967.59
C62828,Facebook,2024-03-06,13217,9229,69.82673829159415,9127,98.89478816773214,1338.05,0.15,240064.52,17841.37
C65937,Facebook,2024-03-21,20815,15360,73.79293778525103,3147,20.48828125,957.45,0.3,43639.99,4457.94
C88025,Facebook,2024-02-04,34805,29476,84.68898146817986,15365,52.12715429501967,445.61,0.03,444026.87,99544.73
C13766,Email,2024-01-13,47820,1140,2.3839397741530743,969,85.0,1162.39,1.2,46405.56,3892.25
C09305,Facebook,2024-02-28,37648,35340,93.86952826179346,3306,9.35483870967742,1378.0,0.42,154365.71,11102.16
C31961,Google Ads,2024-02-01,33337,18414,55.235924048354676,10589,57.505159118062345,1909.26,0.18,387863.17,20214.84
C47723,Facebook,2024-02-05,5183,3833,73.95330889446267,353,9.209496477954605,363.12,1.03,9112.2,2409.42
C85490,Google Ads,2024-01-25,30250,7133,23.5801652892562,31,0.43459974765175946,523.52,16.89,1184.98,126.35
C46070,Email,2024-01-23,34360,34073,99.16472642607684,1119,3.284125260470167,950.91,0.85,37086.91,3800.15
C87290,Facebook,2024-03-03,11706,9188,78.48966342046813,4044,44.013931214627775,1044.17,0.26,159516.5,15176.87
C35568,Facebook,2024-01-29,30272,10076,33.28488372093023,4259,42.268757443429934,1535.35,0.36,182798.92,11806.01
C22233,Google Ads,2024-01-17,16896,14170,83.86600378787878,4164,29.38602681721948,1191.14,0.29,108430.15,9003.06
C34092,Email,2024-03-31,47266,8146,17.23437566115178,3902,47.900810213601765,1484.31,0.38,112082.18,7451.13
C65801,Facebook,2024-03-23,23729,22071,93.01276918538497,7760,35.15925875583344,1718.36,0.22,307743.59,17809.15
C57521,Google Ads,2024-01-16,21796,14334,65.764360433107,11527,80.41718989814427,1840.05,0.16,223583.12,12050.93
C52124,Google Ads,2024-01-02,26479,26057,98.4062842252351,22773,87.39686072840311,613.26,0.03,588502.43,95862.96
C45157,Facebook,2024-02-29,23027,4387,19.05154818256829,1647,37.542739913380444,1067.96,0.65,63097.92,5808.27
C60052,Google Ads,2024-02-17,24182,7323,30.282855016127698,5092,69.53434384814966,1649.91,0.32,112823.07,6738.13
C89950,Google Ads,2024-01-28,16184,8991,55.5548690064261,8418,93.62696029362696,1169.35,0.14,305941.73,26063.4
C06448,Google Ads,2024-03-24,20049,3312,16.51952715846177,2560,77.29468599033817,550.34,0.21,56850.03,10229.98
C29060,Email,2024-01-11,49753,15530,31.2141981388057,636,4.095299420476497,382.15,0.6,14838.15,3782.81
C84102,Facebook,2024-02-17,19921,17469,87.69138095477135,1757,10.057816703875437,1388.5,0.79,68031.79,4799.66
C18573,Email,2024-02-15,18714,4603,24.596558726087423,3464,75.25526830328046,251.91,0.07,113274.94,44866.43
C38885,Google Ads,2024-03-24,30113,14196,47.14243017965663,12227,86.12989574528036,1721.26,0.14,300088.74,17334.25
C51385,Facebook,2024-03-10,44291,44282,99.9796798446637,10005,22.593830450295833,1786.07,0.18,485630.91,27089.91
C19583,Facebook,2024-03-17,29656,21667,73.0611006204478,531,2.4507315272072736,1794.42,3.38,16370.01,812.27
C17625,Email,2024-02-01,23509,15858,67.45501722744481,12623,79.60020179089419,1011.61,0.08,333431.76,32860.5
C83105,Facebook,2024-03-30,12229,9615,78.6245809142203,6307,65.59542381695267,1227.03,0.19,255760.53,20743.87
C53480,Facebook,2024-03-08,41618,4458,10.711711278773608,316,7.08838043965904,1103.18,3.49,3250.35,194.63
C92625,Facebook,2024-02-04,24208,7856,32.45208195637806,6903,87.86914460285132,1883.01,0.27,175345.24,9211.97
C22683,Facebook,2024-02-20,5946,1834,30.84426505213589,935,50.981461286804794,395.83,0.42,23145.85,5747.42
C40268,Google Ads,2024-01-14,5896,2266,38.43283582089552,1642,72.46248896734335,1779.67,1.08,42750.64,2302.17
C92982,Email,2024-02-25,8563,7238,84.52645101015999,6315,87.24785852445427,708.17,0.11,111986.18,15713.46
C33792,Email,2024-03-26,48624,41003,84.32666995722276,12286,29.963661195522278,888.62,0.07,435363.6,48893.23
C36434,Facebook,2024-02-07,44583,6507,14.595249310275216,1557,23.92807745504841,337.03,0.22,51428.08,15159.2
C18816,Facebook,2024-03-27,28521,11386,39.92146137933453,9457,83.05814157737572,662.55,0.07,336586.53,50701.68
C82698,Email,2024-03-03,16812,3942,23.447537473233403,3638,92.28817858954845,704.32,0.19,178882.17,25297.85
C07932,Email,2024-03-16,27683,7382,26.666185023299498,2982,40.395556759685725,1514.86,0.51,46740.69,2985.48
C56977,Facebook,2024-01-29,14080,10504,74.60227272727272,9168,87.28103579588729,1313.86,0.14,451037.32,34229.18
C79290,Email,2024-03-18,6761,1360,20.115367549179116,118,8.676470588235293,393.71,3.34,5871.34,1391.29
C72417,Google Ads,2024-02-06,17942,15158,84.48333519117155,8587,56.649953819765145,1466.23,0.17,271131.07,18391.71
C61903,Google Ads,2024-02-22,9679,6792,70.17253848538073,4806,70.75971731448763,1614.87,0.34,96443.83,5872.23
C74041,Facebook,2024-02-15,41686,4458,10.694237873626637,3417,76.64872139973082,631.2,0.18,135200.52,21319.6
C51932,Email,2024-03-29,12916,6202,48.01796221740477,399,6.433408577878104,1084.34,2.72,15261.94,1307.49
C26978,Google Ads,2024-01-08,13219,11821,89.42431348816098,2608,22.062431266390323,1689.97,0.65,94081.32,5467.04
C60138,Email,2024-03-07,45107,26047,57.74491764027756,20847,80.03608860905287,327.22,0.02,599766.69,183191.57
C27468,Google Ads,2024-02-19,10077,5119,50.798848863749136,390,7.6186755225630005,1225.06,3.14,11501.68,838.87
C61218,Google Ads,2024-01-19,16519,3742,22.652702948120346,2061,55.07749866381614,339.69,0.16,88670.86,26003.46
C82413,Google Ads,2024-03-12,30835,17649,57.236906113183075,820,4.6461555895518165,465.42,0.57,21897.73,4604.94
C16833,Email,2024-03-05,14018,6338,45.213297189328,688,10.855159356263806,1598.14,2.32,32176.89,1913.4
C89200,Google Ads,2024-03-20,47958,7042,14.68368155469369,3788,53.79153649531383,1406.69,0.37,120726.31,8482.3
C78080,Email,2024-03-14,13436,10708,79.69633819589164,3354,31.32237579379903,612.09,0.18,111875.26,18177.58
C04299,Google Ads,2024-01-13,23766,7212,30.345872254481193,4714,65.363283416528,425.07,0.09,100182.89,23468.56
C52814,Email,2024-03-11,37772,18799,49.76967065551202,6697,35.624235331666576,473.0,0.07,80113.71,16837.36
C19280,Google Ads,2024-03-05,34165,7646,22.37962827454998,1084,14.177347632749148,1697.91,1.57,48135.87,2735.01
C85950,Email,2024-03-19,12514,8189,65.43870864631613,6404,78.20246672365369,1367.96,0.21,214682.01,15593.59
C11985,Facebook,2024-03-23,49085,5698,11.608434348578996,4713,82.71323271323271,451.43,0.1,177645.08,39251.63
C56662,Google Ads,2024-03-13,18946,615,3.2460677715612793,98,15.934959349593496,1276.87,13.03,3160.21,147.5
C42048,Google Ads,2024-02-15,27792,15940,57.35463442717329,12133,76.11668757841908,1079.3,0.09,142994.78,13148.84
C20242,Facebook,2024-02-15,18457,15293,82.85745245706237,9995,65.35669914339894,1061.1,0.11,187842.47,17602.62
C68536,Facebook,2024-03-29,40884,24211,59.21876528715389,15066,62.22791293213829,840.55,0.06,608384.82,72279.37
C66698,Google Ads,2024-02-09,46801,26257,56.10350206192175,6841,26.054004646380015,540.52,0.08,138836.84,25585.79
C98076,Google Ads,2024-01-08,48118,38399,79.80173739556923,17554,45.71473215448319,458.22,0.03,379299.36,82676.69
C09166,Google Ads,2024-03-24,33124,2816,8.501388721168942,961,34.12642045454545,463.51,0.48,37318.4,7951.26
C79751,Email,2024-02-20,16521,14882,90.07929302100356,1110,7.458674909286386,1891.15,1.7,45251.5,2292.8
C83948,Email,2024-03-01,6839,1737,25.398450065799093,317,18.24985607369027,1778.92,5.61,9384.76,427.55
C55360,Email,2024-03-05,22171,12918,58.26530152000361,12743,98.64530113020591,871.0,0.07,351547.32,40261.35
C06320,Google Ads,2024-02-19,32658,3743,11.461203992896074,2100,56.104728827144,1867.81,0.89,86938.8,4554.58
C94090,Facebook,2024-02-18,36190,10298,28.45537441282122,4567,44.34841716838221,662.21,0.14,197567.55,29734.58
C26986,Email,2024-02-06,45621,14921,32.70642905679402,6676,44.74230949668252,857.28,0.13,88130.64,10180.26
C41252,Email,2024-02-01,13629,11358,83.33700198106978,110,0.9684803662616658,1079.59,9.81,3903.65,261.59
C47825,Google Ads,2024-03-18,30896,24404,78.98757120662869,15388,63.055236846418616,1959.74,0.13,334930.15,16990.54
C61172,Google Ads,2024-03-31,23132,15755,68.10911291717102,5993,38.0387178673437,309.07,0.05,282722.78,91375.32
C76594,Google Ads,2024-03-01,7825,6697,85.58466453674122,5962,89.02493653874869,215.77,0.04,252802.18,117062.8
C61456,Email,2024-01-20,22187,16615,74.88619461847028,14345,86.33764670478483,815.13,0.06,151229.34,18452.79
C14920,Google Ads,2024-02-24,34878,20710,59.37840472504158,10844,52.36117817479479,1536.21,0.14,116397.69,7476.94
C47253,Google Ads,2024-01-01,15129,4525,29.909445435917775,2400,53.03867403314917,415.54,0.17,60968.75,14572.17
C07454,Email,2024-01-10,31106,4635,14.90066225165563,3696,79.7411003236246,1091.88,0.3,123565.36,11216.75
C37496,Google Ads,2024-01-24,40246,6382,15.857476519405655,4745,74.34973362582262,999.63,0.21,142733.7,14178.65
C33251,Email,2024-03-23,5803,4086,70.41185593658452,2538,62.11453744493392,339.69,0.13,57966.73,16964.6
C63594,Google Ads,2024-03-31,49569,7261,14.648268070770037,6027,83.00509571684341,489.04,0.08,243437.09,49678.56
C47209,Google Ads,2024-03-31,37285,17646,47.327343435698,10779,61.084665079904795,641.1,0.06,443000.1,69000.0
C55828,Email,2024-01-07,8274,6142,74.23253565385545,1092,17.77922500814067,591.55,0.54,44154.32,7364.17
C22906,Google Ads,2024-01-01,49005,2482,5.06478930721355,1967,79.25060435132957,1976.07,1.0,81831.5,4041.12
C81964,Email,2024-01-19,40836,26453,64.77862670192967,4382,16.565228896533473,800.77,0.18,196469.74,24435.1
C29796,Email,2024-02-18,17248,5484,31.79499072356215,5333,97.24653537563822,420.24,0.08,257359.3,61141.03
C56508,Email,2024-01-27,21095,13734,65.10547523109742,13037,94.92500364059997,340.11,0.03,605471.39,177922.23
C90785,Email,2024-03-20,20296,1191,5.868151359873867,161,13.518052057094879,489.42,3.04,5847.65,1094.81
C40092,Facebook,2024-01-10,6354,5815,91.51715454831603,3723,64.02407566638006,1511.37,0.41,62309.14,4022.69
C16287,Email,2024-02-06,43649,27302,62.54897019404797,18598,68.11955168119552,747.79,0.04,623364.08,83260.85
C84043,Google Ads,2024-03-19,14946,11883,79.50622240064232,770,6.479845156946899,1696.0,2.2,33828.42,1894.6
C77170,Facebook,2024-03-13,25933,20127,77.6115374233602,4110,20.420330898792667,1849.46,0.45,153230.72,8185.16
C14625,Google Ads,2024-03-05,15433,12312,79.7771010173006,131,1.0640025990903184,1785.65,13.63,2745.04,53.73
C81466,Email,2024-02-05,8312,4646,55.89509143407122,4625,99.54799827808868,991.49,0.21,106300.07,10621.24
C19751,Email,2024-03-28,37106,34965,94.23004365870749,19172,54.831974831974826,737.0,0.04,250801.95,33930.12
C82587,Email,2024-03-07,10432,7273,69.71817484662577,46,0.6324762821394198,330.44,7.18,669.88,102.72
C95939,Google Ads,2024-02-15,10533,6033,57.27712902307035,5639,93.46925244488645,649.11,0.12,59728.91,9101.66
C45088,Facebook,2024-02-03,30044,19420,64.63853015577153,16004,82.4098867147271,1769.51,0.11,220068.72,12336.7
C69697,Google Ads,2024-02-05,18194,10942,60.1407057271628,9856,90.07494059586912,1594.11,0.16,350205.77,21868.73
C74465,Google Ads,2024-03-04,13075,7150,54.684512428298284,2570,35.94405594405594,570.0,0.22,75904.0,13216.49
C97987,Facebook,2024-03-27,44483,14579,32.77431827889306,216,1.4815830989779821,291.18,1.35,7725.0,2553.0
C61993,Email,2024-01-09,41885,19228,45.906649158409934,14799,76.96588308716456,1021.56,0.07,260802.01,25429.78
C56100,Email,2024-02-17,21646,19109,88.27958976254273,1009,5.28023444450259,1648.22,1.63,11846.89,618.77
C86129,Google Ads,2024-03-19,10420,1888,18.119001919385795,1767,93.59110169491525,1926.94,1.09,29156.48,1413.1
C48534,Google Ads,2024-03-26,29948,27559,92.02283958862027,9775,35.46935665299902,1228.3,0.13,475054.96,38575.81
C90583,Email,2024-03-24,24806,13829,55.7486092074498,6815,49.28049750524261,937.4,0.14,133150.82,14104.27
C39905,Email,2024-02-01,5260,2716,51.634980988593156,1290,47.49631811487481,493.61,0.38,61455.45,12350.2
C36160,Google Ads,2024-02-26,21007,1469,6.992907126196029,817,55.61606535057862,751.37,0.92,21447.54,2754.46
C64757,Email,2024-01-29,7892,2601,32.957425240750126,1205,46.32833525567089,1804.21,1.5,23387.55,1196.28
